-0.529912114143372,-100
-0.509912114143372,-87.8321598838285
-0.489912114143372,-76.7934174111233
-0.469912114143372,-67.4029989332251
-0.449912114143372,-60.1801308014749
-0.429912114143372,-54.6535553171206
-0.409912114143372,-49.8748317935847
-0.389912114143372,-45.8178951663895
-0.369912114143372,-42.4575702637689
-0.349912114143372,-39.7675486815252
-0.329912114143372,-37.5724685813121
-0.309912114143372,-35.7148184682438
-0.289912114143372,-34.1307822670845
-0.269912114143372,-32.7565439025986
-0.249912114143372,-31.5282872995503
-0.229912114143372,-30.3821963827039
-0.209912114143372,-29.2544550768236
-0.189912114143372,-28.0812473066739
-0.169912114143372,-26.7987569970188
-0.149912114143372,-25.3431680726229
-0.129912114143372,-23.6506644582502
-0.109912114143372,-21.6574300786651
-0.0899121141433716,-19.2604154632445
-0.0699121141433716,-15.8358200474509
-0.0499121141433716,-11.5376424348297
-0.0299121141433716,-6.82475154317289
-0.00991211414337156,-2.15601629027291
0.0100878858566285,2.18937021433985
0.0300878858566284,6.82469164151878
0.0500878858566284,11.4971624209356
0.0700878858566285,15.7819201220727
0.0900878858566284,19.2541023144126
0.110087885856628,21.7829263258337
0.130087885856628,23.9546592304963
0.150087885856628,25.8586916881176
0.170087885856628,27.5496049207858
0.190087885856628,29.0819801505888
0.210087885856628,30.5103985996146
0.230087885856628,31.8894414899511
0.250087885856628,33.2736900436863
0.270087885856628,34.7177254829081
0.290087885856628,36.2761290297046
0.310087885856628,38.0034819061636
0.330087885856628,39.9543653343733
0.350087885856628,41.7563670009622
0.370087885856628,43.1751061716062
0.390087885856628,44.535550578594
0.410087885856628,46.1629036230235
0.430087885856628,48.3823687059926
0.450087885856628,51.5191492285993
0.470087885856628,55.8984485919413
0.490087885856628,66.2703835446265
